ID;Genre;Kategorie;Autor;Titel;Type_token_ratio;Dispersion;Disparity;Evenness;Density;Rarity;Average_token_length_syllables;MTLD;Honore_H
k00300000047;Liebesroman;Schemaliteratur;Cox, Connie;Unsere Kreuzfahrt ins Glück;0,2972667;0,8086679;0,6258059;0,9351379;0,3946745;0,4125305;1,718791;211,7486;2570,684
k00300000060;Liebesroman;Schemaliteratur;Hewitt, Kate;Blitzhochzeit in Griechenland;0,2651000;0,7934000;0,6084215;0,9328904;0,3876040;0,4266712;1,679519;185,6017;2347,816
k00300000016;Liebesroman;Schemaliteratur;Jump, Shirley;Küsse, süß wie Schokolade;0,2865333;0,8013390;0,6055361;0,9353340;0,3893225;0,4519976;1,636318;211,7810;2464,706
k00300000867;Liebesroman;Schemaliteratur;Gordon, Lucy;Was schenkt man einem Millionär?;0,2642667;0,7948038;0,5526556;0,9323372;0,3709780;0,4716897;1,552338;179,2687;2363,454
k00300000087;Liebesroman;Schemaliteratur;Marinelli, Carol;Ein Bräutigam zum Küssen;0,2775667;0,7973663;0,6907088;0,9380586;0,4027247;0,4248214;1,650353;206,1636;2449,762
k00300000862;Liebesroman;Schemaliteratur;Harris, Lynn Raye;Verführt von einem Playboy-Scheich;0,2727667;0,7956724;0,6004704;0,9312623;0,3761721;0,3995272;1,619998;189,7273;2397,799
k00300000018;Liebesroman;Schemaliteratur;Graham, Lynne;Im Sturm der Leidenschaft;0,3049333;0,8075681;0,6282529;0,9366227;0,4126465;0,3782205;1,730989;216,3604;2608,419
k00300000017;Liebesroman;Schemaliteratur;Kendrick, Sharon;Im goldenen Käfig des Italieners;0,2948667;0,8099895;0,6228499;0,9342628;0,3710674;0,3951446;1,651860;207,4897;2763,458
k00300000002;Liebesroman;Schemaliteratur;Donald, Robyn;Liebeszauber der Südsee;0,2985667;0,8066263;0,5927095;0,9358671;0,4045325;0,3979491;1,662092;228,2477;2574,638
k00300000054;Liebesroman;Schemaliteratur;Craven, Sara;Folge mir auf mein Schloss!;0,3069333;0,8068959;0,6407477;0,9374161;0,4217644;0,4137560;1,696414;234,4308;2601,766
k00300000057;Liebesroman;Schemaliteratur;Faye, Jennifer;Ein Prinz zum Fest der Liebe;0,2862333;0,8055704;0,6051763;0,9346217;0,3825428;0,4318352;1,614111;207,3444;2494,084
k00300000075;Liebesroman;Schemaliteratur;Graham, Lynne;Insel unserer Leidenschaft;0,2981667;0,8043226;0,6174439;0,9380441;0,4175472;0,3780193;1,725461;216,4756;2509,647
k00300000854;Liebesroman;Schemaliteratur;Ashton, Leah;Das Glück trägt wieder deinen Namen;0,2890000;0,8020744;0,6129820;0,9321288;0,3808341;0,4313094;1,675239;200,5561;2484,769
k00300000043;Liebesroman;Schemaliteratur;Graham, Lynne;Zu einem Scheich sagt man nicht Nein;0,2912000;0,8059958;0,6121036;0,9365649;0,4020705;0,3944099;1,685694;200,7444;2496,754
k00300000081;Liebesroman;Schemaliteratur;Hardy, Kate;Vorhang auf für die große Liebe!;0,2932667;0,8055112;0,7124318;0,9359995;0,4017009;0,4379276;1,648211;206,9996;2566,564
k00300000071;Liebesroman;Schemaliteratur;Williams, Cathy;Heiße Küsse im tiefen Schnee;0,2930000;0,8092638;0,6215473;0,9343286;0,3706907;0,4151416;1,672490;216,3928;2616,087
k00300000847;Liebesroman;Schemaliteratur;Mortimer, Carole;Keine Chance für die Liebe?;0,2932000;0,8067448;0,6531893;0,9305983;0,3770709;0,3898378;1,632869;211,3419;2510,790
k00300000845;Liebesroman;Schemaliteratur;Jackson, Brenda;Verführt am Valentinstag?;0,2738667;0,7918783;0,5988612;0,9310278;0,3745275;0,4429392;1,624862;188,8937;2333,457
k00300000053;Liebesroman;Schemaliteratur;Crews, Caitlin;Ein Boss zum Verlieben;0,3035333;0,8118867;0,6124206;0,9321711;0,4004738;0,3958108;1,695317;195,0052;2697,021
k00300000852;Liebesroman;Schemaliteratur;McArthur, Fiona;Mit Prinz Charming auf dem Traumschiff;0,2758333;0,8027759;0,6079881;0,9291927;0,3865020;0,4390404;1,635147;177,4090;2471,212
k00300000059;Liebesroman;Schemaliteratur;Hardy, Kate;Zimtküsse und ein Heiratsantrag;0,2482400;0,7878742;0,6131766;0,9300436;0,3752108;0,5009459;1,609792;169,2807;2186,663
k00300000025;Liebesroman;Schemaliteratur;Morgan, Sarah;Wenn die Wüstensonne am Horizont versinkt;0,2835333;0,7984644;0,6893046;0,9395572;0,3990618;0,4025339;1,630656;224,8881;2437,189
k00300000030;Liebesroman;Schemaliteratur;Gilmore, Jessica;Rückkehr nach Cornwall;0,3217000;0,8160620;0,6519969;0,9368771;0,4017226;0,4020160;1,700759;234,1699;2776,727
k00300000063;Liebesroman;Schemaliteratur;Mortimer, Carole;Was ein Milliardär nicht kaufen kann;0,2791333;0,7989692;0,6045494;0,9355819;0,3901114;0,4011523;1,690030;206,2523;2372,596
k00300000021;Liebesroman;Schemaliteratur;Stephens, Susan;Ein Scheich für die Diamantenprinzessin;0,2790333;0,8043166;0,6434891;0,9272643;0,3784476;0,3937271;1,650850;180,3235;2437,951
k00300000079;Liebesroman;Schemaliteratur;Graham, Lynne;Meine Königin der Nacht;0,2935667;0,8058136;0,6514762;0,9378011;0,4060466;0,3742510;1,711011;212,2014;2492,317
k00300000842;Liebesroman;Schemaliteratur;Brown, Jackie;Ein Milliardär verschenkt sein Herz;0,2779000;0,8002311;0,5926056;0,9299761;0,3775625;0,4313241;1,628089;192,9536;2512,948
k00300000052;Liebesroman;Schemaliteratur;Anderson, Caroline;Küss mich in der Toskana!;0,2753667;0,8009117;0,6461820;0,9313971;0,3726403;0,4229136;1,579232;190,9270;2461,440
k00300000020;Liebesroman;Schemaliteratur;Kendrick, Sharon;Wüstenprinz und Herzensbrecher;0,2988000;0,8070326;0,6402503;0,9303064;0,3909642;0,4020951;1,672517;207,6991;2607,229
k00300000042;Liebesroman;Schemaliteratur;Harper, Fiona;Venedig, die Liebe und der Boss;0,2865333;0,8059227;0,5998075;0,9313528;0,3858214;0,4337545;1,632422;196,4719;2610,350
k00300000024;Liebesroman;Schemaliteratur;Mortimer, Carole;Schöner als jeder Diamant;0,2704333;0,7937425;0,5738380;0,9350731;0,3947194;0,4066606;1,696241;196,4448;2315,874
k00300000032;Liebesroman;Schemaliteratur;Cox, Maggie;Deine Lippen sind einfach unvergesslich!;0,2721333;0,7979497;0,6347285;0,9303179;0,3699636;0,4249562;1,647604;184,0500;2415,004
k00300000001;Liebesroman;Schemaliteratur;Graham, Lynne;Hochzeit im Palast des Prinzen;0,3279333;0,8182444;0,6354775;0,9403076;0,4108647;0,3744650;1,752469;243,0213;2882,006
k00300000849;Liebesroman;Schemaliteratur;Graham, Lynne;Der Milliardär und das Zimmermädchen;0,3006667;0,8111290;0,7131884;0,9352143;0,4042323;0,3858166;1,715477;207,3954;2562,186
k00300000077;Liebesroman;Schemaliteratur;Hayward, Jennifer;Wie widersteht man diesem Boss?;0,2932667;0,8052598;0,6756612;0,9370614;0,4170943;0,4179382;1,714711;215,8816;2512,840
k00300000044;Liebesroman;Schemaliteratur;Southwick, Teresa;Ein Sommer voller Sinnlichkeit;0,2806667;0,8050680;0,5856339;0,9360375;0,3848333;0,4578426;1,615901;196,3537;2526,129
k00300000093;Liebesroman;Schemaliteratur;Douglas, Michelle;Brennende Sehnsucht nach deinen Küssen?;0,2775333;0,8001175;0,6220642;0,9338926;0,3739314;0,4346736;1,618650;194,8381;2449,412
k00300000027;Liebesroman;Schemaliteratur;Smart, Michelle;Im Bann des sizilianischen Millionärs;0,3024333;0,8076722;0,8094381;0,9366545;0,4076216;0,3858878;1,682964;218,3970;2523,645
k00300000697;Science-Fiction;Schemaliteratur;Voltz, William;Die falschen Mutanten;0,2923556;0,8066054;0,5685053;0,9349999;0,4310489;0,3737864;1,787404;196,8681;2512,438
k00300000328;Science-Fiction;Schemaliteratur;Darlton, Clark;Die Zeitfalle;0,3035556;0,8081447;0,5942367;0,9376287;0,4228994;0,3622552;1,773049;227,7688;2472,538
k00300000135;Science-Fiction;Schemaliteratur;Scheer, Karl-Herbert;Die Welt der drei Planeten;0,3837333;0,8316963;0,6422371;0,9471747;0,4852421;0,2849242;1,950105;346,9165;3071,158
k00300000363;Science-Fiction;Schemaliteratur;Mahr, Kurt;Rückkehr in die Gegenwart;0,3217333;0,8215909;0,6262201;0,9302525;0,4447349;0,3419891;1,804873;194,4991;2705,480
k00300000465;Science-Fiction;Schemaliteratur;Kneifel, Hans;Auf Dolan-Jagd;0,3420000;0,8249378;0,6415896;0,9338804;0,4663997;0,3026776;1,871076;231,1784;2865,429
k00300000140;Science-Fiction;Schemaliteratur;Scheer, Karl-Herbert;Der Mensch und das Monster;0,3760889;0,8293445;0,6242799;0,9439131;0,4847445;0,2752868;1,956437;318,8886;3015,698
k00300000296;Science-Fiction;Schemaliteratur;Scheer, Karl-Herbert;Die Straße nach Andromeda;0,3608889;0,8270975;0,6283899;0,9423052;0,4685678;0,2797786;1,950132;296,5510;2936,407
k00300000186;Science-Fiction;Schemaliteratur;Brand, Kurt;Atlan in Not;0,3068000;0,8106878;0,6842582;0,9416606;0,4421933;0,3494900;1,823498;223,5109;2581,320
k00300000255;Science-Fiction;Schemaliteratur;Brand, Kurt;Gucky, der Großwildjäger;0,3115556;0,8136195;0,6415064;0,9395987;0,4585519;0,3292463;1,829775;237,5111;2463,284
k00300000532;Science-Fiction;Schemaliteratur;Darlton, Clark;Testflug nach Atlantis;0,3179111;0,8134567;0,5885521;0,9370722;0,4309427;0,3639047;1,786224;231,6138;2588,112
k00300000145;Science-Fiction;Schemaliteratur;Darlton, Clark;Die Erde stirbt;0,3080889;0,8071798;0,5868056;0,9373537;0,4418913;0,3470755;1,782972;235,7335;2473,251
k00300000217;Science-Fiction;Schemaliteratur;Darlton, Clark;Das Erbe der Echsen;0,3183556;0,8131420;0,5556771;0,9374361;0,4352362;0,3372379;1,802761;230,4063;2582,387
k00300000252;Science-Fiction;Schemaliteratur;Scheer, Karl-Herbert;Lemy und der Krötenwolf;0,3474667;0,8285780;0,6263347;0,9366915;0,4228019;0,2890925;1,840372;251,6469;3013,153
k00300000338;Science-Fiction;Schemaliteratur;Voltz, William;Das Rätsel des Sumpfplaneten;0,2921333;0,8074995;0,6077023;0,9339068;0,4670063;0,3123330;1,835189;212,2827;2453,056
k00300000451;Science-Fiction;Schemaliteratur;Voltz, William;Der Doppelagent von Rumal;0,2749778;0,8009788;0,6377507;0,9324211;0,4593496;0,3563384;1,826822;192,2604;2403,014
k00300000355;Science-Fiction;Schemaliteratur;Ewers, Horst Gehrmann;Der unheimliche Roboter;0,3509333;0,8223072;0,6256295;0,9408944;0,4641639;0,2814847;1,904643;266,6644;2868,287
k00300000688;Science-Fiction;Schemaliteratur;Vlcek, Ernst;Eine Welt in Trümmern;0,3135556;0,8229348;0,5703718;0,9337762;0,4287655;0,2878729;1,985248;196,2118;2630,616
k00300000434;Science-Fiction;Schemaliteratur;Voltz, William;Die stählerne Zitadelle;0,2912000;0,8067235;0,6094160;0,9347449;0,4414070;0,3424384;1,787680;206,9539;2436,310
k00300000179;Science-Fiction;Schemaliteratur;Brand, Kurt;Hallo Topsid, bitte melden!;0,3237778;0,8162580;0,6729741;0,9458944;0,4492946;0,3274821;1,862545;256,5822;2697,805
k00300000126;Science-Fiction;Schemaliteratur;Mahr, Kurt;Tifflor, der Partisan;0,3017778;0,8115277;0,6880454;0,9351727;0,4482064;0,3708087;1,755677;194,5636;2509,751
k00300000401;Science-Fiction;Schemaliteratur;Mahr, Kurt;Die Stunde der Hypno-Kristalle;0,3324000;0,8235809;0,6614035;0,9347207;0,4539930;0,3438506;1,807374;215,2881;2770,105
k00300000573;Science-Fiction;Schemaliteratur;Ewers, Horst Gehrmann;Invasion der Schatten;0,3410667;0,8275546;0,6079150;0,9375317;0,4747047;0,2741816;1,874767;227,1270;2717,962
k00300000182;Science-Fiction;Schemaliteratur;Scheer, Karl-Herbert;Der Schlüssel zur Macht;0,3528889;0,8237577;0,6326339;0,9435445;0,4394348;0,3012312;1,890509;303,6934;2934,995
k00300000199;Science-Fiction;Schemaliteratur;Brand, Kurt;Das Plasma-Ungeheuer;0,3130667;0,8164708;0,6600453;0,9418419;0,4502368;0,3475886;1,834388;236,5174;2602,763
k00300000178;Science-Fiction;Schemaliteratur;Mahr, Kurt;Schach dem Universum;0,2957778;0,8131281;0,7300858;0,9305268;0,4272946;0,3731809;1,793957;178,7361;2580,683
k00300000397;Science-Fiction;Schemaliteratur;Voltz, William;Die Plattform des Schreckens;0,2984444;0,8089285;0,5960741;0,9356166;0,4491691;0,3255683;1,847169;209,4044;2452,715
k00300000617;Science-Fiction;Schemaliteratur;Vlcek, Ernst;Kampf um die Sonnenstadt;0,3021333;0,8169466;0,6203189;0,9334470;0,4303299;0,3351024;1,865353;185,8903;2591,577
k00300000214;Science-Fiction;Schemaliteratur;Mahr, Kurt;Der Robot-Sergeant;0,2980444;0,8100358;0,6577372;0,9311441;0,4332965;0,3920334;1,713458;188,1507;2502,951
k00300000184;Science-Fiction;Schemaliteratur;Scheer, Karl-Herbert;Der Fall Kolumbus;0,3678222;0,8252727;0,6442571;0,9440487;0,4711179;0,3003716;1,959620;318,0928;2919,892
k00300000498;Science-Fiction;Schemaliteratur;Darlton, Clark;UFOs in der Galaxis;0,3157333;0,8123583;0,6041488;0,9381267;0,4317126;0,3493151;1,831078;235,4503;2628,378
k00300000478;Science-Fiction;Schemaliteratur;Voltz, William;Planet der Ruinen;0,2798222;0,8072799;0,5734714;0,9322928;0,4216146;0,3682892;1,744489;194,1694;2431,902
k00300000525;Science-Fiction;Schemaliteratur;Kneifel, Hans;Das Land der blauen Türme;0,3320444;0,8198847;0,6219845;0,9343636;0,4667802;0,3009747;1,854437;226,9999;2754,587
k00300000429;Science-Fiction;Schemaliteratur;Mahr, Kurt;Das Meer der Träume;0,3433778;0,8299718;0,6920651;0,9342039;0,4571183;0,3212828;1,853124;215,9028;2797,619
k00300000822;Science-Fiction;Schemaliteratur;Mahr, Kurt;Die psionische Jagd;0,3098222;0,8170730;0,5949389;0,9331717;0,4279150;0,3598383;1,797434;197,5717;2604,104
k00300000180;Science-Fiction;Schemaliteratur;Darlton, Clark;Rekruten für Arkon;0,3105778;0,8110673;0,6756828;0,9384951;0,4238235;0,3673152;1,778984;228,5250;2558,527
k00300000253;Science-Fiction;Schemaliteratur;Darlton, Clark;Explorer in Not;0,3059556;0,8095591;0,5658028;0,9353139;0,4308891;0,3524025;1,766261;228,3540;2488,233
k00300000163;Science-Fiction;Schemaliteratur;Brand, Kurt;Zwischenspiel auf Siliko V;0,3152889;0,8179747;0,6866269;0,9394587;0,4636591;0,3359651;1,822524;221,1182;2644,655
k00300000335;Science-Fiction;Schemaliteratur;Darlton, Clark;Welt unter heißer Strahlung;0,3015556;0,8069820;0,5968636;0,9360364;0,4191943;0,3536937;1,747687;220,4346;2504,070
k00300000496;Science-Fiction;Schemaliteratur;Scheer, Karl-Herbert;Menschheit im Zwielicht;0,3780889;0,8349255;0,6232046;0,9413275;0,4738734;0,2959166;2,027247;285,4923;3065,629
k00300000222;Science-Fiction;Schemaliteratur;Darlton, Clark;Die Schatten greifen an;0,2951111;0,8068021;0,6089743;0,9345183;0,4304319;0,3383451;1,742988;215,1619;2463,144
k00300000442;Science-Fiction;Schemaliteratur;Ewers, Horst Gehrmann;Warnung aus dem Jenseits;0,3502667;0,8245181;0,6360318;0,9427029;0,4598498;0,2851172;1,932132;282,3781;2819,558
k00300000193;Science-Fiction;Schemaliteratur;Brand, Kurt;Preis der Macht;0,3216000;0,8163718;0,6680111;0,9438047;0,4452546;0,3515206;1,802894;247,8143;2615,479
k00300000187;Science-Fiction;Schemaliteratur;Darlton, Clark;Ernst Ellerts Rückkehr;0,3011111;0,8097960;0,6706672;0,9390370;0,4235506;0,3659434;1,731848;224,2445;2512,511
k00300000342;Science-Fiction;Schemaliteratur;Ewers, Horst Gehrmann;Kontrollstation Modul;0,3561333;0,8252273;0,6145308;0,9429076;0,4592883;0,2907808;1,891016;285,3773;2885,310
k00300000583;Science-Fiction;Schemaliteratur;Voltz, William;Ich, der Ganjo;0,2858667;0,8094226;0,5712733;0,9300922;0,4046913;0,3591346;1,726525;193,2426;2454,489
k00300000696;Science-Fiction;Schemaliteratur;Mahr, Kurt;Die unsichtbare Grenze;0,3357333;0,8263879;0,6290972;0,9347067;0,4524209;0,3414445;1,877029;208,1523;2687,524
k00300000692;Science-Fiction;Schemaliteratur;Ewers, Horst Gehrmann;Planetoid im Hypersturm;0,3321333;0,8207642;0,6185797;0,9427687;0,4509601;0,2945462;1,967281;251,4284;2579,153
k00300000648;Science-Fiction;Schemaliteratur;Vlcek, Ernst;Schlachtfeld Erde;0,3293333;0,8244794;0,6039240;0,9356470;0,4405581;0,3229016;1,901798;206,8665;2678,687
k00300000459;Science-Fiction;Schemaliteratur;Ewers, Horst Gehrmann;Nacht zwischen den Sonnen;0,3516000;0,8234455;0,6077103;0,9424813;0,4737254;0,2980986;1,922154;288,6655;2848,350
k00300000357;Science-Fiction;Schemaliteratur;Mahr, Kurt;Die Fabrik des Teufels;0,3247556;0,8260793;0,6362841;0,9308767;0,4490571;0,3190015;1,792053;200,6966;2703,387
k00300000416;Science-Fiction;Schemaliteratur;Darlton, Clark;Operation Blitz;0,3005333;0,8083883;0,5617869;0,9375206;0,4177123;0,3487111;1,742477;233,7327;2496,301
k00300000686;Science-Fiction;Schemaliteratur;Darlton, Clark;Flugziel unbekannt;0,3069333;0,8104010;0,5805269;0,9418948;0,4188856;0,3850229;1,813959;253,2305;2489,569
k00300000668;Science-Fiction;Schemaliteratur;Mahr, Kurt;Die Stunde des Symbionten;0,3232889;0,8221567;0,6496767;0,9312461;0,4442015;0,3428924;1,802896;193,5208;2699,595
k00300000295;Science-Fiction;Schemaliteratur;Brand, Kurt;Arkons Ende;0,3124444;0,8102075;0,6885916;0,9410165;0,4517684;0,3525421;1,817474;240,5576;2495,440
k00300000297;Science-Fiction;Schemaliteratur;Mahr, Kurt;Sternstation im Nichts;0,3116889;0,8201637;0,6196285;0,9296673;0,4387084;0,3453517;1,778532;192,6464;2616,783
k00300000105;Science-Fiction;Schemaliteratur;Shols, Winfried;Hilfe für die Erde;0,3328444;0,8183847;0,6206692;0,9409924;0,4315875;0,4038407;1,804521;253,5117;2751,874
k00300000634;Science-Fiction;Schemaliteratur;Francis, Hans Gerhard;Die Panikmacher;0,2900000;0,8096740;0,5991710;0,9321665;0,4483011;0,3368603;1,857236;203,2222;2492,987
k00300000317;Science-Fiction;Schemaliteratur;Voltz, William;Verschleppt nach Andro-Alpha;0,3088000;0,8136930;0,5995124;0,9390445;0,4321104;0,3621487;1,812473;232,5863;2588,548
k00300000695;Science-Fiction;Schemaliteratur;Mahr, Kurt;Tag der Entscheidung;0,3365333;0,8278645;0,5743440;0,9342726;0,4525392;0,3141975;1,858591;202,1368;2725,993
k00300000315;Science-Fiction;Schemaliteratur;Mahr, Kurt;Teleporter Achtung!;0,3074667;0,8168779;0,6148874;0,9300829;0,4356905;0,3333333;1,749324;201,2064;2534,684
